"Survey","nHost_1","nHost_2","nHost_3","nHost_4","nHost_5","nHost_6","nHost_7","nHost_8","nInfect_1","nInfect_2","nInfect_3","nInfect_4","nInfect_5","nInfect_6","nInfect_7","nInfect_8","nExpectd_1","nExpectd_2","nExpectd_3","nExpectd_4","nExpectd_5","nExpectd_6","nExpectd_7","nExpectd_8","nPatent_1","nPatent_2","nPatent_3","nPatent_4","nPatent_5","nPatent_6","nPatent_7","nPatent_8","nTransmit","nTreatments1_1","nTreatments1_2","nTreatments1_3","nTreatments1_4","nTreatments1_5","nTreatments1_6","nTreatments1_7","nTreatments1_8","nUncomp_1","nUncomp_2","nUncomp_3","nUncomp_4","nUncomp_5","nUncomp_6","nUncomp_7","nUncomp_8","nEPIVaccinations_1","nEPIVaccinations_2","nEPIVaccinations_3","nEPIVaccinations_4","nEPIVaccinations_5","nEPIVaccinations_6","nEPIVaccinations_7","nEPIVaccinations_8","nMassVaccinations_1","nMassVaccinations_2","nMassVaccinations_3","nMassVaccinations_4","nMassVaccinations_5","nMassVaccinations_6","nMassVaccinations_7","nMassVaccinations_8","innoculationsPerAgeGroup_S1","innoculationsPerAgeGroup_R1","innoculationsPerAgeGroup_S2","innoculationsPerAgeGroup_R2","innoculationsPerAgeGroup_S3","innoculationsPerAgeGroup_R3","innoculationsPerAgeGroup_S4","innoculationsPerAgeGroup_R4","innoculationsPerAgeGroup_S5","innoculationsPerAgeGroup_R5","innoculationsPerAgeGroup_S6","innoculationsPerAgeGroup_R6","innoculationsPerAgeGroup_S7","innoculationsPerAgeGroup_R7","innoculationsPerAgeGroup_S8","innoculationsPerAgeGroup_R8","Vector_Nv","inputEIR","simulatedEIR","nMDAs_1","nMDAs_2","nMDAs_3","nMDAs_4","nMDAs_5","nMDAs_6","nMDAs_7","nMDAs_8","nTreatDiagnostics_1","nTreatDiagnostics_2","nTreatDiagnostics_3","nTreatDiagnostics_4","nTreatDiagnostics_5","nTreatDiagnostics_6","nTreatDiagnostics_7","nTreatDiagnostics_8","nInfectByGenotype_S1","nInfectByGenotype_R1","nInfectByGenotype_S2","nInfectByGenotype_R2","nInfectByGenotype_S3","nInfectByGenotype_R3","nInfectByGenotype_S4","nInfectByGenotype_R4","nInfectByGenotype_S5","nInfectByGenotype_R5","nInfectByGenotype_S6","nInfectByGenotype_R6","nInfectByGenotype_S7","nInfectByGenotype_R7","nInfectByGenotype_S8","nInfectByGenotype_R8","nPatentByGenotype_S1","nPatentByGenotype_R1","nPatentByGenotype_S2","nPatentByGenotype_R2","nPatentByGenotype_S3","nPatentByGenotype_R3","nPatentByGenotype_S4","nPatentByGenotype_R4","nPatentByGenotype_S5","nPatentByGenotype_R5","nPatentByGenotype_S6","nPatentByGenotype_R6","nPatentByGenotype_S7","nPatentByGenotype_R7","nPatentByGenotype_S8","nPatentByGenotype_R8","nHostDrugConcNonZero_A1","nHostDrugConcNonZero_B1","nHostDrugConcNonZero_A2","nHostDrugConcNonZero_B2","nHostDrugConcNonZero_A3","nHostDrugConcNonZero_B3","nHostDrugConcNonZero_A4","nHostDrugConcNonZero_B4","nHostDrugConcNonZero_A5","nHostDrugConcNonZero_B5","nHostDrugConcNonZero_A6","nHostDrugConcNonZero_B6","nHostDrugConcNonZero_A7","nHostDrugConcNonZero_B7","nHostDrugConcNonZero_A8","nHostDrugConcNonZero_B8","sumLogDrugConcNonZero_A1","sumLogDrugConcNonZero_B1","sumLogDrugConcNonZero_A2","sumLogDrugConcNonZero_B2","sumLogDrugConcNonZero_A3","sumLogDrugConcNonZero_B3","sumLogDrugConcNonZero_A4","sumLogDrugConcNonZero_B4","sumLogDrugConcNonZero_A5","sumLogDrugConcNonZero_B5","sumLogDrugConcNonZero_A6","sumLogDrugConcNonZero_B6","sumLogDrugConcNonZero_A7","sumLogDrugConcNonZero_B7","sumLogDrugConcNonZero_A8","sumLogDrugConcNonZero_B8","Incidence"
628,4785,49,1625,3229,3149,3076,2271,81816,896,14,595,1239,1271,1243,949,50164,1045.73,17.3105,1036.61,2755.34,3048.37,3058.65,2268.6,81815.5,259,5,236,491,517,521,388,18696,0.0175512,7,0,7,19,18,21,7,308,43,0,26,69,81,83,63,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.197,147.291,1.55029,1.61719,54.6697,57.0291,126.194,131.64,142.314,148.456,152.739,159.331,121.588,126.835,9155.91,9551.05,11071000,0.177798,0.267998,0,0,0,0,0,0,0,0,7,0,7,20,18,21,7,308,459,491,8,8,340,333,742,655,744,705,695,712,528,559,31201,31569,103,132,2,3,102,99,230,198,251,236,248,233,171,191,7899,7944,24,49,1,2,16,45,38,112,36,97,30,87,18,56,445,1301,-507.656,-80.0632,-31.6228,-2.04612,-367.509,-84.5473,-727.595,-230.675,-805.179,-187.117,-656.358,-179.504,-393.334,-112.675,-9145.77,-2953.44,20.0725912890453
629,4785,49,1625,3229,3149,3077,2270,81816,1010,12,621,1318,1347,1337,1018,52465,1165.56,18.4359,1047.53,2775.33,3052.97,3060.48,2267.72,81815.5,295,5,256,570,585,591,461,20982,0.0204736,19,0,11,21,23,42,16,354,52,0,27,75,89,96,77,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.858,163.309,1.72187,1.79268,60.7215,63.2187,140.209,145.975,158.069,164.57,169.702,176.681,134.926,140.475,10169.4,10587.6,9447620,0.208021,0.297363,0,0,0,0,0,0,0,0,19,0,11,22,23,42,16,359,530,548,7,6,358,350,797,699,810,744,770,762,597,594,33038,33648,125,151,4,2,115,119,287,241,277,283,279,257,213,221,8937,9086,20,52,0,2,14,53,43,126,33,113,37,107,17,61,564,1564,-497.942,-95.3696,0,-9.50689,-305.701,-113.58,-985.57,-282.179,-729.423,-243.064,-719.023,-212.389,-401.225,-133.471,-11916.7,-3484.49,22.8772547294325
630,4785,49,1625,3230,3147,3078,2270,81816,1085,15,660,1376,1451,1407,1078,54582,1284.35,19.6616,1060.07,2796.63,3055.71,3062.32,2267.85,81815.5,341,5,298,646,639,631,520,23278,0.0235837,14,0,17,26,34,27,27,385,57,0,36,96,105,78,81,1858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.831,176.577,1.86467,1.93874,65.7582,68.3703,151.789,157.819,171.069,177.864,183.834,191.136,146.116,151.92,11012.4,11449.9,7942250,0.237795,0.321803,0,0,0,0,0,0,0,0,15,0,17,26,34,27,27,386,586,584,7,12,387,378,846,726,861,826,826,807,637,641,34962,35499,135,181,1,2,125,135,331,258,305,299,300,288,244,253,10079,10189,26,69,0,2,17,58,42,143,38,133,65,144,24,78,661,1865,-451.417,-121.37,0,-6.64353,-340.987,-115.39,-873.96,-308.311,-770.821,-301.91,-1230.97,-244.126,-423.936,-156.82,-14098.9,-4156.16,24.912010558733
631,4785,49,1625,3229,3148,3078,2270,81816,1170,19,681,1443,1518,1467,1110,56544,1398.66,20.9372,1073.77,2816.27,3061.34,3063.17,2267.97,81815.5,397,9,325,706,747,707,584,25462,0.0270687,18,1,15,32,27,30,24,403,77,1,53,95,99,89,89,2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.787,186.234,1.96258,2.04433,69.2111,72.094,159.759,166.413,180.047,187.546,193.613,201.678,153.79,160.196,11590.8,12073.6,6591350,0.264993,0.339021,0,0,0,0,0,0,0,0,18,1,15,32,27,31,24,406,648,625,8,12,405,390,887,783,912,874,869,856,651,678,36853,37384,173,199,4,3,141,152,359,313,369,329,334,326,262,294,11232,11313,32,76,2,4,27,74,49,167,56,164,67,165,45,105,740,2200,-761.556,-134.193,-24.528,-7.03911,-519.974,-153.33,-1036.31,-386.348,-1106.43,-353.093,-1611.23,-311.15,-892.348,-189.852,-15979.8,-5055.46,27.6616805983282
632,4787,49,1626,3226,3149,3078,2269,81816,1270,17,710,1515,1576,1534,1174,58239,1506.44,22.218,1088,2833.54,3066.85,3063.98,2267.09,81815.6,446,10,343,755,838,765,618,27708,0.0305023,27,0,22,39,33,29,24,421,70,0,52,101,124,113,82,2183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.454,190.801,2.01509,2.09579,70.9281,73.7685,163.825,170.386,184.922,192.328,198.664,206.62,157.906,164.229,11901,12377.6,5411950,0.287341,0.347818,0,0,0,0,0,0,0,0,27,0,22,39,33,31,24,426,708,687,10,9,418,406,932,837,955,918,936,902,692,712,38586,39077,197,216,5,6,163,162,386,330,440,365,378,378,287,315,12282,12480,31,90,0,1,34,91,57,190,63,188,55,186,52,128,789,2539,-630.601,-163.167,0,-5.17983,-782.476,-201.693,-1172.89,-433.045,-1447.07,-429.068,-1151.11,-362.101,-1175.09,-242.73,-17214.7,-6103.63,29.8064232292125
633,4785,49,1627,3227,3149,3077,2271,81815,1335,24,732,1567,1646,1610,1223,59916,1602.91,23.4684,1103.19,2853.52,3071.17,3063.76,2269.2,81814.6,468,15,379,807,903,847,663,29767,0.0339393,19,0,17,37,41,42,20,477,78,2,56,106,140,125,87,2402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.706,190.551,2.02624,2.09035,71.4937,73.7558,164.785,169.999,186.009,191.894,199.697,206.015,158.846,163.872,11966.5,12345.1,4405820,0.302747,0.348301,0,0,0,0,0,0,0,0,19,0,17,38,41,42,20,478,737,731,18,10,434,420,976,883,1003,985,1003,949,728,752,40220,40685,228,234,13,2,184,179,419,344,493,423,421,403,323,323,13334,13484,44,115,1,1,36,107,72,223,60,212,59,211,45,146,827,2873,-866.794,-212.087,-31.8659,-0.313394,-726.911,-234.225,-1489.66,-497.409,-1269.93,-493.699,-1297.8,-456.112,-1011.85,-297.327,-18013,-7193.42,32.6642837503437
634,4785,49,1628,3227,3147,3078,2271,81815,1403,19,739,1620,1703,1674,1274,61315,1689.17,24.6613,1117.81,2871.43,3073.23,3065.47,2269.31,81814.6,530,11,408,829,946,902,694,31656,0.0372908,23,2,28,34,43,34,33,483,62,1,53,93,124,131,82,2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.685,185.538,1.99399,2.03627,70.4024,71.8953,162.166,165.604,182.87,186.748,196.707,200.879,156.319,159.634,11775.9,12025.6,3564010,0.309654,0.340996,0,0,0,0,0,0,0,0,23,2,28,34,43,34,33,487,783,777,11,9,444,429,1004,945,1047,1030,1051,998,763,785,41712,42113,246,255,6,4,209,187,426,383,502,450,456,423,345,366,14163,14434,43,127,3,4,36,118,78,256,71,243,71,249,43,165,900,3238,-1030.45,-273.347,-55.7933,-0.75761,-825.385,-282.225,-1719.38,-608.422,-1459.56,-564.952,-1440.91,-575.585,-928.819,-378.09,-19303.3,-8360.96,30.0247456695078
635,4785,49,1630,3225,3147,3077,2272,81815,1443,17,747,1644,1724,1726,1289,62407,1763.26,25.7762,1132.27,2886.06,3076.92,3065.13,2270.41,81814.6,590,7,416,887,986,966,718,33231,0.0402743,27,1,25,48,28,58,32,513,99,1,60,107,128,134,75,2562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.513,177.028,1.91527,1.94288,67.6689,68.6443,155.672,157.916,175.651,178.183,188.881,191.604,150.282,152.448,11311,11474.1,2871030,0.307328,0.326434,0,0,0,0,0,0,0,0,27,1,25,48,28,58,32,517,815,802,10,10,455,437,1025,969,1065,1060,1089,1040,781,808,43000,43334,286,272,2,4,207,201,474,421,517,476,508,446,342,362,15049,15466,39,142,0,2,48,144,70,282,84,280,76,272,54,194,959,3589,-784.852,-329.103,0,-5.7306,-930.576,-313.699,-1585.06,-728.041,-1774.02,-668.891,-1737.63,-666.769,-1060.66,-461.576,-21053.6,-9634.33,33.2141875171845
636,4785,49,1629,3226,3148,3076,2272,81815,1498,24,736,1675,1765,1734,1325,63375,1824.57,26.7996,1143.27,2901.67,3081.22,3064.73,2270.49,81814.6,641,12,440,931,1061,989,764,34622,0.0431594,31,3,20,40,48,39,32,532,95,3,54,158,114,114,82,2626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.764,165.721,1.79767,1.81915,63.5527,64.3121,146.154,147.901,164.919,166.889,177.171,179.287,140.99,142.675,10616.8,10743.7,2308150,0.295999,0.306017,0,0,0,0,0,0,0,0,32,3,22,41,48,39,32,535,845,837,10,14,454,443,1055,992,1099,1100,1104,1045,818,835,44123,44468,312,300,6,7,211,201,490,443,564,487,540,468,380,392,15921,15990,48,157,1,5,54,157,80,318,74,300,89,313,67,224,998,3956,-1012.31,-377.057,-31.9397,-13.6868,-1221.29,-333.638,-1586.08,-812.985,-1774.36,-792.894,-1733.95,-760.301,-1452.93,-543.924,-21690.1,-11039.9,34.0940335441298
637,4785,49,1628,3227,3147,3077,2273,81814,1507,19,737,1694,1785,1764,1349,64106,1872.93,27.7236,1152.89,2915.63,3083.16,3066.25,2271.57,81813.6,664,10,445,965,1095,1051,800,35797,0.0458617,26,0,23,50,52,39,30,540,99,0,49,124,144,135,104,2651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.442,152.248,1.65214,1.67198,58.4096,59.1108,134.362,135.975,151.565,153.384,162.826,164.781,129.633,131.189,9757.25,9874.39,1855920,0.276821,0.281251,0,0,0,0,0,0,0,0,26,0,23,50,52,39,31,543,839,857,15,9,461,441,1070,1012,1114,1132,1118,1072,836,855,45157,45369,330,320,6,4,219,209,494,469,591,535,562,493,404,397,16584,16533,54,174,1,5,47,174,88,351,78,333,94,343,67,248,1046,4329,-1101.99,-416.292,-31.57,-29.7525,-1036.22,-410.282,-1978.27,-961.172,-1525.09,-885.03,-2209.2,-911.29,-1492.4,-611.395,-22865.9,-12646.8,36.0167161552843
638,4785,49,1627,3227,3148,3077,2272,81815,1505,24,738,1716,1783,1786,1377,64676,1908.52,28.5454,1160.66,2926.93,3086.69,3066.7,2270.64,81814.7,694,12,452,977,1126,1069,816,36765,0.04829,45,2,17,53,44,52,27,591,95,2,61,115,138,117,109,2637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.836,137.404,1.49173,1.50895,52.641,53.2487,121.308,122.709,136.845,138.425,147.064,148.762,117.047,118.398,8809.6,8911.3,1495770,0.251653,0.253885,0,0,0,0,0,0,0,0,45,2,17,53,44,52,27,592,849,853,15,11,471,448,1073,1030,1133,1142,1138,1080,844,874,45942,46216,351,331,6,5,229,208,502,495,597,570,578,533,419,411,17016,17096,53,189,0,1,46,185,91,385,99,366,79,366,61,262,1073,4691,-1229.1,-505.206,0,-3.1454,-1002.09,-473.669,-1892.44,-1045.33,-2131.05,-971.702,-1714.05,-1024.74,-1341.87,-696.576,-23567.3,-14337.3,35.0288699477591
639,4785,49,1628,3227,3148,3077,2271,81815,1464,15,744,1712,1797,1781,1374,64999,1931.94,29.2671,1168.36,2936.72,3088.89,3067.09,2269.7,81814.7,693,9,455,992,1130,1084,848,37587,0.0501758,35,1,23,41,38,47,25,594,81,1,47,101,130,134,111,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.842,122.033,1.3279,1.34099,46.8576,47.3195,107.989,109.053,121.819,123.02,130.872,132.162,104.147,105.174,7842.43,7919.73,1210900,0.222727,0.225813,0,0,0,0,0,0,0,0,35,1,23,41,38,47,25,596,817,842,12,5,475,450,1067,1031,1137,1156,1131,1086,867,886,46479,46825,349,331,3,3,237,217,523,510,569,587,568,536,433,433,17359,17445,64,210,3,8,41,189,103,417,96,394,91,404,56,281,1132,5026,-1184.65,-507.435,-55.4799,-17.6807,-924.066,-511.741,-2213.8,-1123.43,-2175.04,-1110.95,-1877.15,-1183.82,-1242.86,-819.417,-24437,-15673.9,33.2691778938686
640,4785,49,1630,3224,3149,3078,2270,81815,1408,26,724,1699,1810,1767,1372,65218,1944.05,29.8937,1175.56,2942.1,3091.69,3068.41,2268.75,81814.7,715,21,433,1020,1137,1099,848,37957,0.0513132,26,2,22,51,58,44,21,546,96,1,47,129,139,138,89,2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.349,107.25,1.16742,1.17731,41.2731,41.6226,94.8806,95.6842,107.129,108.037,115.092,116.067,91.5219,92.2971,6894.48,6952.87,986742,0.192302,0.198385,0,0,0,0,0,0,0,0,26,2,22,52,58,44,21,549,791,812,18,15,469,441,1052,1031,1163,1152,1112,1101,870,887,46932,47342,346,338,11,10,222,216,517,529,591,619,566,541,454,449,17639,17615,76,234,0,3,44,213,91,437,85,414,98,428,49,295,1188,5312,-1744.79,-596.427,0,-17.9192,-921.028,-627.149,-2094.22,-1292.78,-1946.34,-1235.36,-2158.85,-1301.15,-1118.31,-937.877,-26124.5,-16831,35.1388507011273
641,4785,49,1631,3222,3150,3078,2271,81814,1394,20,727,1683,1817,1736,1378,65318,1945.83,30.4322,1180.35,2946.81,3094.15,3068.67,2269.79,81813.7,715,11,452,1026,1144,1090,885,38119,0.0518329,32,0,18,44,55,60,31,548,78,2,45,123,114,117,96,2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.4733,93.1898,1.0151,1.02297,35.8896,36.1677,82.4476,83.0864,93.1801,93.9021,100.076,100.851,79.6171,80.234,5994.83,6041.29,811030,0.162355,0.172439,0,0,0,0,0,0,0,0,32,0,18,44,55,60,31,550,795,809,14,8,464,437,1045,1016,1156,1165,1101,1091,874,897,47242,47716,366,360,6,2,233,217,516,509,578,621,565,548,454,449,17649,17759,57,233,1,7,48,227,92,471,96,448,91,435,44,301,1141,5505,-1336.46,-616.906,-11.8416,-17.4833,-1047.39,-714.187,-1888.26,-1448.38,-1901.25,-1336.49,-2016.71,-1326.77,-978.715,-1030.73,-25631.3,-17892.6,31.6177279225778
642,4785,49,1631,3223,3149,3079,2269,81815,1348,25,732,1659,1780,1714,1372,65313,1938.3,30.8901,1182.99,2952.92,3094.37,3069.88,2267.83,81814.7,723,20,444,992,1137,1090,893,38135,0.0521121,29,3,23,54,50,41,17,547,85,2,55,124,133,136,102,2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.6377,80.1702,0.874202,0.880049,30.9468,31.1538,71.0019,71.4767,80.2736,80.8104,86.2144,86.791,68.5053,68.9635,5162.94,5197.46,673655,0.134401,0.148426,0,0,0,0,0,0,0,0,29,3,23,54,50,41,17,549,768,768,17,16,459,437,1043,995,1141,1134,1083,1102,862,896,47367,47851,365,338,11,11,244,212,499,508,591,593,559,544,450,462,17481,17733,54,248,2,4,40,228,98,492,113,467,102,467,55,305,1092,5667,-1104.86,-688.726,-43.5536,-2.76212,-911.95,-763.306,-2235.32,-1572.83,-2500.93,-1383.88,-2067.92,-1401.98,-1110.42,-1015.78,-24032,-18823.3,35.0288699477591
